q,axis_sobolev,mixed_sobolev,note
6,1.057291666666667,0.19140624999999997,finite-conductor diagnostics; mixed uniformity not inferred
30,2.3495241800944027,4.0851747512817465,finite-conductor diagnostics; mixed uniformity not inferred
210,3.1550594487307961,12.261856930086664,finite-conductor diagnostics; mixed uniformity not inferred
2310,3.4557668618641331,21.181510564450633,finite-conductor diagnostics; mixed uniformity not inferred
