t,h,active_prime_powers,causal_energy,direct_pair_energy,residual,atom_atom,atom_background,background_background,final_s,interior_dissipation_E
2.0,0.6931471805599453,7,0.017977182029879177,0.017977182029854433,2.4744095661333176e-14,1.3678452938620473,-2.6434616839960281,1.2935935721638352,0.020917589533116093,0.017539636478003249
2.8,0.6931471805599453,12,0.02281375672303574,0.022813756722978251,5.7488735993871387e-14,2.9639580978985745,-5.8200897808609851,2.8789454396853889,0.019661693964822455,0.022427174513469404
3.6,0.6931471805599453,19,0.022048242509474465,0.022048242509180582,2.9388297351218284e-13,6.313717427442513,-12.698880091849913,6.407210906916581,-0.014678090775452055,0.021832796160662055
4.2,0.6931471805599453,27,0.019202490282201213,0.019202490282134832,6.63809285317285e-14,11.856483483898375,-23.511980445176061,11.674699451559821,0.014238838109491985,0.018999745771492892
